,Event Date,CIS #,AE,Definite,Entered By,Entered Date,Customer,Adult Guests, Event Menu, Specialty Menu Items, Sweet Treats, Wedding Cake, Coffee + Tea Service, Soft Beverages, Specialty Soft Beverages, Alcoholic Beverages, Wine Service with Dinner, Champagne Toast, Event Personnel, Equipment - TBD, In House Equipment, In House Linens, In House Tables & Chairs, Equipment Rentals, Equipment Rentals - TBD, Venue to Provide, Florals, Florals - Outside, Decor, Tenting, Lighting, Valet, Credit Card Processing Fee, Service Charge, Venue Fee, Gratuity, Delivery, Suggestions & Options, Our Gift to You!, Total Discount,State, Subtotal,Sales Tax
1152,2016-09-11,15294,Spenc,08/29/16,McCormack,08/25/2016,L'Enfant Cafe,130,2860,,130,,1200.0,1725.0,,,,,420,,1440.0,,,,,,,,,,,,,,,,150.0,,,,DC, 3410,
1153,2016-09-13,14964,Spenc,08/02/16,McCormack,07/26/2016,American College of Cardiology,300,8100,,600,,1200,1725,,,,,2632,,1440,,,,,,,,,,,,,,,,150,,,,DC, 15847,253.96
1154,2016-09-13,15323,Spenc,08/31/16,McCormack,08/26/2016,Albright Stonebridge Group LLC,22,1062,,132,,,88,,1050.0,,,756,,351.56,,,1300.5,,,,,,,,,,,,,150,,,,DC, 2539.56, 253.96
1155,2016-09-13,14970,Spenc,08/17/16,Blake,07/27/2016,Smithsonian Institution - National Postal Museum,150,4875,,,,30.0,375,,1050,,,2166,,915,,,1300.5,,,,,,,,,,,,,150,,,535.8,DC, 10831.5,
1156,2016-09-14,15339,Spenc,09/09/16,Blake,08/29/2016,Meridian House,15,330,,,,30,450.0,,,,,406,,435.0,,,,,,,,,,,,,,,,70,,, 535.8,DC, 836,416.45
1157,2016-09-14,14611,Spenc,09/02/16,Lacot,06/22/2016,Climate and Security,75,900,,360.0,,187.5,450,,,,,2042,,435,,,,,,,,,,,,,,,,150,,,,DC, 4164.5, 416.45
1158,2016-09-14,15340,Spenc,09/09/16,Blake,08/29/2016,Meridian House,60,1407,,360,,400.0,800.0,,,,,406,,1060.0,,,784.5,,,,,,,,,,,,,35,,,,DC, 2208,
1159,2016-09-15,14468,Spenc,07/20/16,Blake,06/10/2016,Federal Bureau of Investigation,400,6400,,800,,400,800,,,,,3378,,1060,,,784.5,,,,,,,,,,,,,150,,,,DC, 13772.5,
1160,2016-09-17,15277,Spenc,08/29/16,Blake,08/25/2016,L'Enfant Cafe,140,3080,96.0,140,130.0,,740.0,,,,,420,,3394.6,,,5429.5,,,,,,,,,,,,,100.0,,,1562.5,DC, 3640,2606.31
1161,2016-09-17,11961,Spenc,11/24/15,Lacot,10/29/2015,Hunter,187,6267,96,1170,130,,740,,,,,8736,,3394.6,,,5429.5,,,,,,,,,,,,,100,,, 1562.5,DC, 26063.1, 2606.31
1162,2016-09-17,14716,Spenc,07/05/16,McCormack,06/30/2016,Exclusively Events,150,1350,,900,474.0,,474.0,,,,,417,,183,,,3232.0,,,,,,,,,,,,,150,,,997.1,DC, 3000, 300
1163,2016-09-17,11161,Spenc,09/03/15,Blake,08/27/2015,Pickrell,158,5122.8,,474,474,,474,,,,,4178,,2055.3,,,3232,,,,,,,,,,,,,100,,, 997.1,MD, 16110.1, 1222.4
1164,2016-09-18,15295,Spenc,08/29/16,Blake,08/25/2016,L'Enfant Cafe,98,2156,,98,,,468.75,,,,,420,,1799.85,682.0,,2275.0,,,,,,,,,,,,,150.0,,,985.65,DC, 2674,889.21
1165,2016-09-18,13560,Spenc,04/19/16,Lacot,03/18/2016,Clarke,125,2968.75,64.0,474.0,65.0,,468.75,,,,,4334,,1799.85,682,,2275,,,,,,,,,,,,,150,,, 985.65,MD, 12678.35, 889.21
1166,2016-09-18,11899,Spenc,11/09/15,Lacot,10/26/2015,Hoopes,79,2917,64,474,65,,316,,,,,3444,,1000.16,,,1425,,,,,,,,,,231.91,,,150,,, 828.64,MD, 9855.16, 735.75
1167,2016-09-18,11856,Spenc,11/23/15,Blake,10/22/2015,Tice,156,4758,112,3500.0,,250.0,624,,13200.0,,875.0,4778,,1541.73,,,1578.5,,,350.0,,,,3166.0,,,231.91,,,45,,, 2234.35,MD, 13669.14, 1023.29
1168,2016-09-19,13512,Spenc,04/26/16,McCormack,03/15/2016,Debevoise & Plimpton,700,16400,,3500,,250,2450,,13200,,875,15539,,10416.7,105.0,,5335.5,,,350,,,,3166,,,,,115.0,350,,, 4464.3,DC, 71832.2, 6866.62
1169,2016-09-21,14726,Spenc,08/17/16,Lacot,07/01/2016,Human Animal Bond Research Initiative,30,1020,,,,75,120,,,,,637,,294,105,,192,,,,,,,,,,,,115,150,,,,DC, 2708, 259.3
1170,2016-09-21,15495,Spenc,09/16/16,Gordon,09/14/2016,Defend Our Nation,40,560,,,,125.0,100.0,,504.0,,,989.0,,439.5,160,,,,,,,,,,,,,,,60,,,,DC, 780, 78
1171,2016-09-22,15209,Spenc,08/29/16,Blake,08/18/2016,PricewaterhouseCoopers,50,1400,,,,125,100,,504,,,989,,439.5,,,,,,,,,,,,,,,,150,,,,DC, 3707.5, 370.75
1172,2016-09-22,15358,Spenc,09/09/16,Blake,08/30/2016,Meridian House,100,1765,,144.0,,,250,,,,,748,,780,,,,,,,,,,,,,,,,150,,,,DC, 3693,265.3
1173,2016-09-22,15503,Spenc,09/19/16,Gordon,09/14/2016,NBC Universal,48,1248,144.0,144,,,728.0,,,,,714,,397,,,2049.25,,,,,,,,,,,,,150,,,,DC, 2653, 265.3
1174,2016-09-23,13733,Spenc,04/19/16,Lacot,04/06/2016,Behling,126,4362,144,,330.75,,728,,,,,6226,,2349.64,,,2049.25,,,,,,,,,,,797.69,,150,,,,DC, 16008.89, 1600.89
1175,2016-09-23,15006,Spenc,09/01/16,Blake,08/01/2016,Tridentis,63,2844.45,,125.0,330.75,,63,,,,,2430,,610.47,,,1776.96,,,,,,,,,,,797.69,,150,,,,VA, 9003.32, 612.88
1176,2016-09-24,15278,Spenc,08/29/16,Lacot,08/25/2016,L'Enfant Cafe,125,2750,48.0,125,,,408.0,24.0,,,,420,,1821.72,,,1972.5,,,,,,,,,,,,,150.0,,,1945.5,DC, 3295,965.68
1177,2016-09-24,11900,Spenc,11/17/15,Lacot,10/26/2015,Jung,102,2641.5,48,612,,,408,24,,,,6078,,1821.72,,,1972.5,,,,,,,,,,,,,150,,, 1945.5,VA, 13755.72, 965.68
1178,2016-09-24,11305,Spenc,04/27/16,McCormack,09/10/2015,Akporji,260,2600,,390,42.25,,1040,,,,,9866,,,,,8623.4,,,,,,,,,,,,,150,,,4923.81,DC, 22669.4, 2266.94
1179,2016-09-24,10689,Spenc,07/10/15,Blake,07/10/2015,Blake,132,3191.82,,,42.25,,460.0,,,,,5568,,2284.1,297.0,10.0,2142.89,,,,,,,,,,,,,150.0,,, 4923.81,DC, 10944.96, 1094.5
1180,2016-09-24,11063,Spenc,09/22/15,Lacot,08/18/2015,Haydel,115,4106.65,,,632.5,,460,,,,,4075,,2284.1,297,10,263,,,,,,,,,,,,,150,,, 130,VA, 12278.25, 935.67
1181,2016-09-24,11019,Spenc,10/03/15,Salazar,08/13/2015,The Event Group International,138,4896,346.68,,,,690,,,,,4950,,2129.34,875,,3294.5,,,,,,,,,,,,,150,,,216.0,VA, 13690.34, 1035.86
1182,2016-09-24,11178,Spenc,01/26/16,Lacot,08/28/2015,Moskal,175,8234,346.68,,,,700,,,,,5968,,2893.32,,,3294.5,,,,,,,,,,,1503.81,,150,,, 216,VA, 21586.5, 1657.42
1183,2016-09-24,13835,Spenc,05/20/16,Lacot,04/15/2016,Gilbert,127,4896.25,64,,,,157.5,,,,,5502,,1290.24,,,3128.82,,,,,,,,,,41.34,1503.81,,150,,,,VA, 16692.62, 1107.04
1184,2016-09-24,12551,Spenc,01/20/16,Lacot,12/18/2015,RAE Affairs,150,900,,,,32.5,562.5,,,,,5047,,2220,,,1209,,,,,,,,,,41.34,,,150,,,595.0,DC, 10129.84, 1008.85
1185,2016-09-25,15390,Spenc,09/01/16,Blake,09/01/2016,Blake,50,585,,80.0,,32.5,32.5,,,,,308,,,,,,,,,,,,,,,,,,50,,, 595,VA, 1008, 83.48
1186,2016-09-25,15296,Spenc,08/29/16,Blake,08/25/2016,L'Enfant Cafe,80,1760,249.0,80,,18.0,518.0,,,,,420,,1463.09,10.0,,3310.0,,,,,,,,,,,,,150.0,,,707.69,DC, 2260,1365.13
1187,2016-09-25,10660,Spenc,08/31/15,Lacot,07/07/2015,Bakalis,160,6208,249,,,18,518,,1080.0,,,6314,,1463.09,10,,3310,,,,,,,,,,,,,150,,, 707.69,MD, 18240.09, 1365.13
1188,2016-09-26,15519,Spenc,09/21/16,McCormack,09/15/2016,Microsoft,120,3315,,342.0,,,240,,1080,,,1998,,1077.6,,,1127,,,,,,,,,,,691.59,,150,,,112.5,DC, 8987.6, 898.76
1189,2016-09-27,14702,Spenc,07/07/16,Gordon,06/30/2016,Haverly Systems Inc.,57,2282.5,,342,,,114,,,,,1526,,438.33,,,1290,,,,,,,,,,,691.59,1200.0,150,,, 112.5,VA, 6834.42, 469.11
1190,2016-09-28,14412,Spenc,07/28/16,McCormack,06/07/2016,Federation of American Scientists,120,6755,,880,,,450,75.0,1747.0,336.0,,6082,,1399.2,,,856,,,,,,,,,,,,1200,150,,, 1793,DC, 17772.2,986.62
1191,2016-09-28,15446,Spenc,09/15/16,Gordon,09/09/2016,Virtru,56,672,,,,,336,75,1747,336,,3942,,1376.48,,,1231.7,,,,,,,,,,,,,150,,,,DC, 9866.18, 986.62
1192,2016-09-29,15576,Spenc,09/22/16,McCormack,09/20/2016,Blackboard,50,366,,1196.0,70.0,,125,,800,,,357,,1524.44,,,475.0,,,,,,,,,,,,,150,,,150.0,DC, 1798, 179.8
1193,2016-09-30,10606,Spenc,10/23/15,McCormack,06/30/2015,Dahl,92,3371,,1196,70,,552,,,,,3178,,1524.44,,,475,,,,,,,,,,,,,150,,, 150,DC, 10516.44, 1051.64
1194,2016-10-01,15279,Spenc,09/15/16,Lacot,08/25/2016,L'Enfant Cafe,114,2508,,114,,,744.0,,,,,420,,2992.12,,,1915.5,,,,,,,,,,,,930.0,150.0,,,,DC, 3042,1274.04
1195,2016-10-01,13514,Spenc,04/26/16,Blake,03/16/2016,Smucker,124,5091.75,,480.0,,,744,,,,,6600,,2992.12,112.0,40.0,1915.5,,,,,,,,,,,,930,150,,,200.84,VA, 18423.37, 1274.04
1196,2016-10-01,15444,Spenc,09/19/16,Gordon,09/09/2016,Quarterman,80,2320,,480,,,260,,,,,1380,,922.76,112,40,778.0,,,,,,,,,,,,450.0,150,,, 200.84,DC, 5664.76, 566.48
1197,2016-10-01,11032,Spenc,09/03/15,Blake,08/14/2015,Helbling,84,2952,,720.0,65.0,,435.0,522.0,,,,2850,,2147.15,,,778,,,,,,,,,,,,450,150,,, 286,DC, 7180, 673
1198,2016-10-01,11913,Spenc,01/07/16,Lacot,10/26/2015,Loesche,152,6848,1452.0,720,65,,435,522,,,,7679,,2147.15,,,5074.75,,,,,,,,,,,,520,150,,, 889.05,MD, 24160.9, 1753.06
1199,2016-10-01,12126,Spenc,01/27/16,Blake,11/09/2015,Kelley Cannon Events,242,15279.5,1452,1452,,,1393,,,,,11442,220.5,2745.91,,,8749.9,,,,,,,,,,,,280,75,,, 1843.5,VA, 42869.31, 3333.91
1200,2016-10-01,13434,Spenc,04/26/16,Lacot,03/09/2016,McCormick,147,7956.5,90,208,,,882,,,,,6206,220.5,2225.86,,,1332,,,,,,,,,,,,500,150,,, 832,DC, 19770.86, 1927.09
1201,2016-10-02,15297,Spenc,09/15/16,Lacot,08/25/2016,L'Enfant Cafe,48,1056,228.0,48,,,450.0,,,,,420,,1044.06,,,2682.0,,,,,,,,,,,,,100.0,,,1044.06,DC, 1524,1471.21
1202,2016-10-02,11703,Spenc,03/18/16,Lacot,10/09/2015,Foster,125,4788,228,,,,450,,,,,5420,,1044.06,,,2682,,,,,,,,,,,,,100,,, 1044.06,DC, 14712.06, 1471.21
1203,2016-10-07,12729,Spenc,01/26/16,McCormack,01/07/2016,Schlesinger,120,4146,160.0,,,,600,,,,,3938,,1748.4,,,633,,,,,,,,,,,,,150,,,475.0,DC, 11215.4, 1121.54
1204,2016-10-07,11860,Spenc,11/06/15,Lacot,10/22/2015,Donohue,94,5924.75,160,125.0,,,450,,,,,4570,,1757,,,3638,,,,,,,,,,,,,150,,, 475,MD, 16649.75, 1251.38
1205,2016-10-08,15280,Spenc,09/15/16,McCormack,08/25/2016,L'Enfant Cafe,125,2750,,125,,,,180.0,,,,420,,882.0,,,855.0,,,,,,,,,,,,,150.0,,,160.0,DC, 3295,440.62
1206,2016-10-08,15412,Spenc,09/12/16,McCormack,09/06/2016,FAO Events,90,2110,,,,250.0,535.5,180,,,,1790,,882,,,855,,,,,,,,,,,,,150,,, 160,VA, 5967, 440.62
1207,2016-10-08,11582,Spenc,01/15/16,Blake,09/30/2015,Pham,153,6362.75,,,600.0,250,535.5,54,,,,6239,,2449.53,,,2886.5,,,,,,,,,,,,1200.0,100,,,,VA, 18877.28, 1414.73
1208,2016-10-08,14240,Spenc,06/28/16,Lacot,05/23/2016,Parker,96,3900,,,600,,612,96,,,,4254,,1798.08,,,494.0,,,,,,,,,,,,1200,150,,,,MD, 12610.08, 883.92
1209,2016-10-08,13566,Spenc,03/23/16,Blake,03/21/2016,DiNarda,82,2799.5,,77.0,65,,328,,,,,2674,,1112.74,,,494,,,,,,,,,,,,1200,150,,,,DC, 8823.24, 762.32
1210,2016-10-09,15298,Spenc,09/15/16,McCormack,08/25/2016,L'Enfant Cafe,77,1694,10318.55,77,1200.0,,748.0,208.0,5937.0,501.0,,420,,4268.0,,,4610.0,,,,,,,,,,,,,250.0,,,582.0,DC, 2191,3450.3
1211,2016-10-09,11827,Spenc,04/04/16,Lacot,10/20/2015,CIBI Events,167,3880.25,10318.55,1122,1200,,748,208,5937,501,,8769,,4268,240.0,,4610,,,,,,,,,,,,,250,,, 582,VA, 41861.8, 3450.3
1212,2016-10-13,15723,Spenc,10/06/16,McCormack,10/04/2016,Northwestern Pritzker School of Law,75,2025,72.0,300,,,450,,,,,1830,,980.25,240,,,,,,,,,,,,,,,150,,,,DC, 5975.25, 597.53
1213,2016-10-14,15361,Spenc,09/07/16,Gordon,08/30/2016,McCarthy,52,1755,72,570.0,,,208,,,,,2352,,980.72,,,952.0,,,,,,,,,,,,,150,,,,VA, 5517.72, 403.46
1214,2016-10-14,15761,Spenc,10/10/16,McCormack,10/06/2016,L'Enfant Cafe,95,2945,,570,,,,,,,,822,,201.4,,,952,,,,,,,,,,,,,150,,,,DC, 5640.4,
1215,2016-10-15,15281,Spenc,09/15/16,Lacot,08/25/2016,L'Enfant Cafe,138,3036,,138,,,332.5,,,,,420,,1745.82,,,2546.5,,,,,,,,,,,,755.0,150.0,,,1058.12,DC, 3594,1498.08
1216,2016-10-15,10361,Spenc,07/20/15,Blake,06/01/2015,Rose,129,4980,12.0,192.0,,,332.5,,,,,5226,,1745.82,,,2546.5,,,,,,,,,,,,755,150,,, 1058.12,DC, 15985.82, 1498.08
1217,2016-10-15,10926,Spenc,10/15/15,Lacot,08/04/2015,Gross,125,5437.5,12,192,,,437.5,,,,,6102,,1868.4,200.0,,1245,,,,,,,,,,,,,150,,, 1319.6,VA, 15444.4, 1160.82
1218,2016-10-15,11458,Spenc,11/23/15,Lacot,09/21/2015,Cho,100,3450,80,600,,,400,,,,,3134,,1616.44,200,,1863.5,,,,,,,,,,,,,150,,, 654.11,MD, 11493.94, 861.84
1219,2016-10-15,13345,Spenc,03/14/16,McCormack,03/01/2016,McKenzie,118,4811.25,80,708,,,619.5,,,,,4836,,2296.28,,,5569,,,,,,,,,,,,,150,,,,MD, 19070.03, 1383.96
1220,2016-10-15,15664,Spenc,09/28/16,McCormack,09/28/2016,The Go to Girls,15,575,,120,,,90,,,,,672,,241.41,,,,,,,,,,,,,,,,150,,,,VA, 1848.41, 133.3
1221,2016-10-16,15299,Spenc,09/15/16,Lacot,08/25/2016,L'Enfant Cafe,70,1540,96.0,70,,,332.0,,,,,420,,1325.6,,,3190.0,,,,,,,,,,,,,150.0,,,738.9,DC, 2030,803.87
1222,2016-10-16,12364,Spenc,02/12/16,Lacot,12/01/2015,Greene,82,2946.5,96,120.0,,,332,,600.0,,,3258,,1325.6,40.0,,3190,,,,,,,,,,,,,150,,, 738.9,MD, 11298.1, 803.87
1223,2016-10-18,15749,Spenc,10/10/16,McCormack,10/05/2016,Marriott International,60,1380,,120,,,180,,600,,,1150,,426,40,,560.0,,,,,,,,,,,,,75,,, 120,DC, 3971, 397.1
1224,2016-10-19,15514,Spenc,09/20/16,Gordon,09/15/2016,USO Headquarters,175,6037.5,,750,,,700,,2292,,,3270,,1942.5,,,560,,,,,,,,,,,,,150,,,,DC, 15702,
1225,2016-10-22,15282,Spenc,09/15/16,Lacot,08/25/2016,L'Enfant Cafe,110,2420,65.0,110,833.0,119.0,476.0,,,,,420,,2084.88,,,1664.34,,,,,,,,,,,,,150.0,,,1050.0,DC, 2950,1684.32
1226,2016-10-22,11755,Spenc,10/21/15,Blake,10/14/2015,Deming,119,4675,65,61.5,833,119,476,,,,,6776,,2084.88,520.0,,1664.34,,,,,,,,,,,,1000.0,150,,, 1050,DC, 16843.22, 1684.32
1227,2016-10-22,11814,Spenc,11/13/15,Lacot,10/19/2015,Foncannon,115,5151,756.0,61.5,,,492,,,,,4302,,1669.11,520,,2381.0,,,,,,,,,,,,1000,150,,, 307.5,MD, 13345.61, 959.92
1228,2016-10-22,12177,Spenc,02/25/16,McCormack,11/11/2015,The Event Group International (TEGI),126,5400.5,756,1134,,125.0,504,,,,,8834.5,,3393.4,,,2381,,,,,,,,,,,,,150,,,,DC, 22759.4, 2255.34
1229,2016-10-22,15663,Spenc,10/12/16,McCormack,09/28/2016,Moore,50,1525,165,400,811.2,125,187.5,,3104.0,312.0,260.0,2336,,778.5,,,1677.2,,,,,61.55,,,,,,,,150,,,,MD, 7344.2, 527.75
1230,2016-10-22,13086,Spenc,03/18/16,Blake,02/08/2016,Overbo,104,3682,,80.0,811.2,,649,,3104,312,260,3926,,1857.44,,,2056.5,,,,,61.55,,,,,,,,150,,,,VA, 16869.69, 1355.91
1231,2016-10-23,15300,Spenc,09/15/16,Lacot,08/25/2016,L'Enfant Cafe,80,1760,,80,,,520.0,,,,,420,,1838.5,,,2857.0,,,,,,,,,,,,,150.0,,,476.0,DC, 2260,
1232,2016-10-23,13770,Spenc,05/17/16,Lacot,04/11/2016,Cook,130,4743.5,,,,,520,,,,,4942,,1838.5,,,2857,,,,,,,,,,,,,150,,, 476,MD, 15051,
1233,2016-10-24,15737,Spenc,10/18/16,McCormack,10/05/2016,Institute of International Education,70,1050,,,,37.5,122.5,,,,,1266,,497,,,305,,,,,,,,,,,,,150,,,,DC, 3390.5,97.83
1234,2016-10-26,15997,Spenc,10/25/16,McCormack,10/25/2016,Thorn Run Partners,15,270,,128.0,,37.5,75,,,,,378,,67.8,,,,,,,,,,,,,,,,150,,,,DC, 978.3, 97.83
1235,2016-10-29,15283,Spenc,09/15/16,Lacot,08/25/2016,L'Enfant Cafe,128,2816,,128,,,668.0,,6063.0,483.0,,420,,3450.0,,,4450.0,,,,,,,,,,,,,150.0,,,1238.0,DC, 3364,2867.88
1236,2016-10-29,11847,Spenc,02/26/16,Blake,10/21/2015,Ashlee Virginia Events,167,11353,20.0,,,,668,200.0,6063,483,,8953,,3450,525.0,,4450,,,,,,,,,,,,340.0,150,,, 1238,VA, 35570, 2867.88
1237,2016-10-29,13791,Spenc,07/18/16,Blake,04/12/2016,Stanton,89,3900.1,20,408.0,,,445,200,,,,5586,,1051.54,525,10.0,1088.3,,,,,,,,,,,770.2,340,150,,, 538,DC, 12217.64, 1187.76
1238,2016-10-29,14530,Spenc,06/24/16,Lacot,06/15/2016,North,60,2373,96,408,,,204,,,,,2466,,597.72,484,10,1088.3,,,,,,,,,,,770.2,,150,,,,VA, 8647.22, 586.86
1239,2016-10-30,15301,Spenc,09/15/16,Lacot,08/25/2016,L'Enfant Cafe,115,2530,,115,,,574.86,,,,,420,,1973.25,,,1536.5,,,,,,,,,,,,,150.0,,,940.89,DC, 3065,1202.38
1240,2016-10-30,14119,Spenc,07/08/16,Blake,05/12/2016,Kwan,144,5055.5,72.0,864,,287.5,574.86,,,,,5706,,1973.25,,40.0,1536.5,,,,,,,,,,,,500.0,150,,, 940.89,VA, 15860.11, 1202.38
1241,2016-10-30,9745,Spenc,04/07/15,Lacot,04/06/2015,D'Elia,107,4141.5,72,666,,287.5,111,,,,,4864,,1857.44,270.0,40,2436.5,,,,,,,,,,,,500,150,,, 464.36,MD, 15200.94, 1079.68
1242,2016-11-01,15842,Spenc,10/18/16,McCormack,10/13/2016,Murdock Inc.,50,1250,,200,,125,187.5,,,,,1036,,388.8,270,,,,,,,,,,,,,,,150,,,,DC, 3607.3, 360.73
1243,2016-11-02,15844,Spenc,10/18/16,McCormack,10/13/2016,Murdock Inc.,50,1400,,800.0,,162.5,243.75,,,,,1197,,611,300,,,,,,,,,,,,,,,150,,,556.0,DC, 4064.25, 406.43
1244,2016-11-02,14678,Spenc,07/26/16,McCormack,06/28/2016,Green Roofs for Healthy Cities,200,5200,,800,,,600,,,,,4262,,2024,460,,,,,,,,,,,,,123.84,,150,,, 556,DC, 13496, 1349.6
1245,2016-11-03,16044,Spenc,10/26/16,McCormack,10/26/2016,Baio,55,577.5,,120.0,,,,,,,,459,,110,,,,,,,,,,,,,,123.84,,75,,,,VA, 1345.34, 91.89
1246,2016-11-05,15284,Spenc,10/06/16,Blake,08/25/2016,L'Enfant Cafe,120,2640,32.0,120,65.0,,690.0,,3162.0,,,420,,2108.4,,,2560.0,,,,,,,,,,,,600.0,124.0,,,26.0,DC, 3180,1341.43
1247,2016-11-05,12565,Spenc,03/07/16,Lacot,12/21/2015,Soworowski,115,4445.5,32,,65,247.5,690,,3162,,,3698,,2108.4,80.0,40.0,2560,,,,,,,,,,,,600,124,,, 26,VA, 17484.9, 1341.43
1248,2016-11-05,15635,Spenc,10/10/16,Gordon,09/26/2016,Event Planning DC,110,3705,128.0,840.0,,247.5,440,,,,,3166,,1151.8,80,40,6970.0,,,,,,,,,,,,,150,,, 220,VA, 8980.3, 705.52
1249,2016-11-05,12235,Spenc,12/08/15,Lacot,11/16/2015,Haig,140,5336.75,128,840,175.0,350,560,,,,,6552,,1152.65,,,6970,,,,,,,,,,,,,150,,,810.04,MD, 22075.4, 1601.96
1250,2016-11-05,12111,Spenc,02/10/16,Lacot,11/09/2015,Drews,105,3541.5,48,,175,,330,,,,,5420,,1840.16,,,2571,,,,,,,,,,,,,150,,, 810.04,MD, 14075.66, 999.32
1251,2016-11-05,11325,Spenc,03/02/16,Blake,09/11/2015,Satorre,40,1448,435.0,,,215.0,150,,,,,2094,,447.2,720.0,,591.0,,,,,,,,,,,,1500.0,150,,, 170,DC, 4289.2, 428.92
1252,2016-11-05,13316,Spenc,04/01/16,Blake,02/28/2016,Douglass,87,3347,435,,910.0,215,300,,,,,2990,,1708.44,720,,591,,,,,,,,,,,,1500,150,,,,DC, 11956.44, 1045.64
1253,2016-11-05,14379,Spenc,07/08/16,Blake,06/06/2016,Kelley Cannon Events,130,4300.15,,135.0,910,,780,,,,,5677.95,,2321.8,,,1096.6,,,,,,,,,,,,,150,,,,DC, 15236.5, 1523.66
1254,2016-11-06,15302,Spenc,10/06/16,Blake,08/25/2016,L'Enfant Cafe,135,2970,,135,,,,,,,,420,,1170.0,260.0,110.0,,,,,,,,,,,,,,150.0,,,,DC, 3525,
1255,2016-11-06,15850,Spenc,10/25/16,Blake,10/13/2016,Kalanidhi Dance,150,9680.0,120.0,2400.0,,,900.0,,4760.0,,,1386,,1170,260,110,5196.0,,,,,,,,,,,,,150,,,1372.2,DC, 3076,3361.88
1256,2016-11-08,12391,Spenc,03/16/16,Blake,12/03/2015,Hosts DC,300,9680,120,2400,54.0,,900,,4760,,,7324,,3088.8,,,5196,,,,,,,,,,,,,150,,, 1372.2,DC, 33618.8, 3361.88
1257,2016-11-11,13723,Spenc,07/25/16,Lacot,04/05/2016,Exclusively Events,153,7419,196,459,54,,480,,,,,7322,,1599,,,2640.5,,,,,,,,,,,,,71,,, 330,DC, 20240.5, 2024.05
1258,2016-11-12,15285,Spenc,10/06/16,McCormack,08/25/2016,L'Enfant Cafe,135,2970,32.0,135,,,606.0,252.5,,,,420,,1803.86,,,3474.0,,,,,,,,,,,,150.0,150.0,,,,DC, 3525,1109.93
1259,2016-11-12,13957,Spenc,05/02/16,Blake,04/26/2016,Rockstroh,101,4134.48,32,,,,606,252.5,,195.0,,4846,,1803.86,,509.0,3474,,,,,,,,,,,,150,150,,,,MD, 15448.84, 1109.93
1260,2016-11-12,16066,Spenc,11/08/16,McCormack,10/28/2016,GWU Phi Alpha Delta,80,800,,125.0,,,320,,,195,,2212,,904,,509,,,,,,,,,,,,,,150,,,,DC, 5090,
1261,2016-11-13,15303,Spenc,10/06/16,Blake,08/25/2016,L'Enfant Cafe,110,2750,,125,,,510.0,,1550.0,510.0,,420,,2745.82,500.0,,,,,,,,,,,,,,,150.0,,,,DC, 3295,1486.83
1262,2016-11-14,14696,Spenc,10/21/16,McCormack,06/29/2016,Hosts DC,170,5839,,1360,,,510,,1550,510,,5253,,2745.82,500,,,,,,,,,,,,250.0,,,150,,,,VA, 18417.82, 1486.83
1263,2016-11-15,16063,Spenc,10/31/16,Lacot,10/28/2016,American Psychological Association,60,1193.5,,,,,180,,,,,441,,554.0,190,,,,,,,,,,,,250,,,150,,,,DC, 2404.5,
1264,2016-11-16,16314,Spenc,11/14/16,McCormack,11/11/2016,Meridian House,50,698.5,,162.0,526.5,,150,,2470.0,243.0,,535,,554,475.0,,1207.5,,,,,,,,,,,,,150,,,530.24,DC, 2087.5,1015.45
1265,2016-11-18,13214,Spenc,03/28/16,Blake,02/18/2016,Poulos,81,2838.25,,162,526.5,,324,,2470,243,,3490,,811.93,475,,1207.5,,,,,,,,,,,,,150,,, 530.24,VA, 12698.18, 1015.45
1266,2016-11-18,16309,Spenc,11/14/16,Blake,11/11/2016,Meridian House,45,225,,128.0,,,180,,,,,495,,435,,,,,,,,,,,,,,,,100,,, 87,DC, 1435,
1267,2016-11-19,15286,Spenc,10/06/16,Lacot,08/25/2016,L'Enfant Cafe,128,2816,96.0,128,150.0,,150.0,,,,,420,,437.75,,,865.0,,,,,,,,,,,,500.0,150.0,,,,DC, 3364,375.77
1268,2016-11-19,15399,Spenc,09/09/16,Gordon,09/02/2016,Stonehouse,25,1272,96,150,150,,150,,,,,1930,,437.75,,,865,,,,,,,,,,,,500,150,,,,VA, 5700.75, 375.77
1269,2016-11-19,12724,Spenc,02/01/16,Lacot,01/07/2016,Taylor,139,5852.75,80,128.0,,,569.5,,,,,5038,,2189.56,,,2371,,,,,,,,,,,,820,125,,,,VA, 17045.81, 1226.14
1270,2016-11-20,15304,Spenc,10/06/16,Lacot,08/25/2016,L'Enfant Cafe,128,2816,,128,,,,,,,,420,,,,,,,,,,,,,,,,,,,,,,DC, 3364,
1271,2016-11-26,15287,Spenc,10/06/16,Blake,08/25/2016,L'Enfant Cafe,118,2596,,118,,,135.0,,,,,420,,502.8,,,,,,,,,,,,,,,,150.0,,,120.0,DC, 3134,254.9
1272,2016-11-26,15948,Spenc,11/10/16,Sutherland,10/20/2016,Eid,45,1237.5,,270,,,135,,,,,1008,,502.8,,,9952.2,,,,,,,,,,,,,150,,, 120,VA, 3303.3, 254.9
1273,2016-11-26,15386,Spenc,10/03/16,Gordon,09/01/2016,Mudahar,433,1125.0,,,,,2273.25,,1125.0,,,10901,,7449,,,9952.2,,,,,,,,,,,,,150,,,,DC, 30725.45, 3072.55
